[DEBUG] <hola>
[ERROR] chau.cpp:50 - <lauti>
[SECURITY] User: carleto - Access Denied
[ERROR] Ej2/logmsg.cpp:114 - <Invalid input recived>
[ERROR] Ej2/logmsg.cpp:114 - <Invalid input recived>
[ERROR] Ej2/logmsg.cpp:114 - <Invalid input recived>
[ERROR] Ej2/logmsg.cpp:114 - <Invalid input recived>
[DEBUG] <hola>
[DEBUG] <hola>
[INFO] <aaa>
[WARNING] <1234>
[ERROR] paraque.cpp:5 - <lambo>
[CRITICAL] <entero>
[SECURITY] User: ro - uuuuuuuuu
[bleeeto] <megustanloslambo>
[nooooooo] <nooooooo>
[DEBUG] <aaaaa>
[ERROR] nnn.cpp:67 - <bbb>
[SECURITY] User: jbkfkljy - tyreu
